name,country,sport,substance,webpage,date_of_birth,longitude,latitude
Alimuddin Kakar,Pakistan,Weightlifting,,/w/index.php?title=Alimuddin_Kakar&action=edit&redlink=1,,71.247499,30.3308401
Georgios Kalogeropoulos,Greece,Swimming,Cannabis,/w/index.php?title=Georgios_Kalogeropoulos&action=edit&redlink=1,,21.9877132,38.9953683
Mohamed Kallon,Sierra Leone,Football (soccer),Nandrolone,/wiki/Mohamed_Kallon,1979-10-06,,
Kaspars Kambala,Latvia,Basketball,Cocaine metabolite,/wiki/Kaspars_Kambala,1978-12-13,24.7537645,56.8406494
Ruslan Kapaev,Kyrgyzstan,Weightlifting,,/w/index.php?title=Ruslan_Kapaev&action=edit&redlink=1,,74.724091,41.5089324
Tovmasjan Karen,Netherlands,Weightlifting,Metandienone,/w/index.php?title=Tovmasjan_Karen&action=edit&redlink=1,,5.541246849406163,52.24764975
Rogerio Karfunkelstein,Brazil,Swimming,Stanozolol,/w/index.php?title=Rogerio_Karfunkelstein&action=edit&redlink=1,,-53.2,-10.3333333
Faisal Karim,Pakistan,Boxing,Cannabis,/wiki/Faisal_Karim,1981-12-21,71.247499,30.3308401
Nauman Karim,Pakistan,Boxing,,/wiki/Nauman_Karim,,71.247499,30.3308401
Mario Kasun,Croatia,Basketball,Cathine,/wiki/Mario_Kasun,1980-04-05,15.6575209,45.3658443
Kevin Kasuza,Zimbabwe,Cricket,Recreational drugs,/wiki/Kevin_Kasuza,1993-06-20,29.7468414,-18.4554963
Sesil Karatantcheva,Bulgaria,Tennis,Nandrolone,/wiki/Sesil_Karatantcheva,1989-08-08,25.4856617,42.6073975
Svend Karlsen,Norway,Strongmen,,/wiki/Svend_Karlsen,1967-10-06,8.7876653,61.1529386
Mohd Karmand,Afghanistan,Weightlifting,Methandienone,/w/index.php?title=Mohd_Karmand&action=edit&redlink=1,,66.2385139,33.7680065
Samko Karol,Slovakia,Weightlifting,Drostanolone,/w/index.php?title=Samko_Karol&action=edit&redlink=1,,19.4528646,48.7411522
Fetie Kasaj,Albania,Weightlifting,,/w/index.php?title=Fetie_Kasaj&action=edit&redlink=1,,19.9999619,41.000028
Vasiliki Kasapi,Greece,Weightlifting,"Methyltrienolone, Buprenorphine",/wiki/Vasiliki_Kasapi,1983-03-22,21.9877132,38.9953683
Andrey Kashechkin,Kazakhstan,Cycling,Blood doping,/wiki/Andrey_Kashechkin,1980-03-21,66.7780818,48.1012954
Asmaa Kataria,Egypt,Swimming,Ephedrine,/w/index.php?title=Asmaa_Kataria&action=edit&redlink=1,,29.2675469,26.2540493
Mohamed Katir,Spain,Athletics,3 whereabouts failures in a 12-month period and tampering with an anti-doping investigation,/wiki/Mohamed_Katir,1998-02-17,-4.8379791,39.3260685
Gursharanpreet Kaur,India,Wrestling,Methylhexaneamine,/w/index.php?title=Gursharanpreet_Kaur&action=edit&redlink=1,,78.6677428,22.3511148
Valeriya Kaverina,Russia,Weightlifting,Metandienone,/w/index.php?title=Valeriya_Kaverina&action=edit&redlink=1,,97.7453061,64.6863136
Devi Kavita,India,Weightlifting,Metandienone,/wiki/Devi_Kavita,1986-09-20,78.6677428,22.3511148
Valery Kaykov,Russia,Cycling,GW501516,/wiki/Valery_Kaykov,1988-05-07,97.7453061,64.6863136
Kboi,Vietnam,Weightlifting,"Testosterone, Epitestosterone",/w/index.php?title=Kboi&action=edit&redlink=1,,107.9650855,15.9266657
Zoltan Kecskes,Hungary,Weightlifting,,/wiki/Zoltan_Kecskes,1974-07-14,19.5060937,47.1817585
Lachlan Keeffe,Australia,Australian rules football,Clenbuterol,/wiki/Lachlan_Keeffe,1990-04-14,134.755,-24.7761086
Ronwin Kelly,South Africa,Rugby union (former bodybuilder),Nandrolone,/w/index.php?title=Ronwin_Kelly&action=edit&redlink=1,,,
Robert Kendrick,United States,Tennis,Methylhexaneamine,/wiki/Robert_Kendrick,1979-11-15,,
Daniel Kenedy,Portugal,Football (soccer),Furosemide,/wiki/Daniel_Kenedy,1974-02-18,-8.1353519,39.6621648
Martin Kennedy,Australia,Rugby League,"SARMS, growth hormone, chorionic gonadotrophin, insulin",/wiki/Martin_Kennedy_(rugby_league),1989-02-20,134.755,-24.7761086
Paddy Kenny,Ireland,Football (soccer),ephedrine,/wiki/Paddy_Kenny,1978-05-17,-7.9794599,52.865196
David Kerkhoffs,Belgium,Swimming,Cannabinoids,/w/index.php?title=David_Kerkhoffs&action=edit&redlink=1,,4.6667145,50.6402809
Jason Kerr,Canada,Bobsleigh,"Boldenone, nandrolone, testosterone, trenbolone",/w/index.php?title=Jason_Kerr_(bobsleigh)&action=edit&redlink=1,,-107.991707,61.0666922
Paul-Alain Kersale,France,Swimming,Cannabinoids,/w/index.php?title=Paul-Alain_Kersale&action=edit&redlink=1,,1.8883335,46.603354
Matthias Kessler,Germany,Cycling,Testosterone,/wiki/Matthias_Kessler,1979-05-16,10.4478313,51.1638175
El Maoui Khalil,Tunisia,Weightlifting,Methylhexaneamine,/w/index.php?title=El_Maoui_Khalil&action=edit&redlink=1,,9.400138,33.8439408
Naglaa Hamed Khallaf,Egypt,Weightlifting,Stanozolol,/w/index.php?title=Naglaa_Hamed_Khallaf&action=edit&redlink=1,,29.2675469,26.2540493
Vitaliy Khan,Kazakhstan,Swimming,Cannabis,/wiki/Vitaliy_Khan,1985-09-04,66.7780818,48.1012954
Masuam Khatri,India,Wrestling,Methylhexaneamine,/w/index.php?title=Masuam_Khatri&action=edit&redlink=1,,78.6677428,22.3511148
Praeonapa Khenjantuek,Thailand,Weightlifting,Metandienone,/w/index.php?title=Praeonapa_Khenjantuek&action=edit&redlink=1,,100.83273,14.8971921
Nan Aye Khine,Myanmar,Weightlifting,Steroids,/wiki/Nan_Aye_Khine,,95.9999652,17.1750495
Natalia Khlestkina,Romania,Weightlifting,Metenolone,/wiki/Natalia_Khlestkina,1992-04-23,24.6859225,45.9852129
Bahodur Kholov,Tajikistan,Weightlifting,Nandrolone,/w/index.php?title=Bahodur_Kholov&action=edit&redlink=1,,70.8156541,38.6281733
Yaroslav Khoma,Ukraine,Football (soccer),,/wiki/Yaroslav_Khoma,1974-02-17,31.2718321,49.4871968
Albina Khomich,Russia,Weightlifting,Anabolic steroids,/w/index.php?title=Albina_Khomich&action=edit&redlink=1,,97.7453061,64.6863136
Yekaterina Khoroshikh,Russia,Hammer throwing,,/wiki/Yekaterina_Khoroshikh,,97.7453061,64.6863136
Natalya Khudyakova,Ukraine,Swimming,Stanozolol,/w/index.php?title=Natalya_Khudyakova&action=edit&redlink=1,,31.2718321,49.4871968
Oksana Khvostenko,Ukraine,Biathlon,,/wiki/Oksana_Khvostenko,,31.2718321,49.4871968
Zbyszko Kienast,United Kingdom,Weightlifting,Testosterone,/w/index.php?title=Zbyszko_Kienast&action=edit&redlink=1,,,
Rotson Kilambe,Zambia,Football (soccer),Cannabis,/wiki/Rotson_Kilambe,,27.5589884,-14.5189121
Kazbek Kilou,Belarus,Wrestling,Metenolone,/w/index.php?title=Kazbek_Kilou&action=edit&redlink=1,,27.6971358,53.4250605
Igor Kim,Kazakhstan,Weightlifting,"Furosemide, T/E 21.4",/wiki/Igor_Kim,1966-01-12,66.7780818,48.1012954
Kim Jong Su,North Korea,Shooting,Propanolol,/wiki/Kim_Jong_Su,,,
Hyang Kim,North Korea,Weightlifting,"Methyltestosterone, Methandriol",/w/index.php?title=Hyang_Kim&action=edit&redlink=1,,,
Gerard Kinsella,England,Football (soccer),Nandrolone,/w/index.php?title=Gerard_Kinsella&action=edit&redlink=1,,,
Gergana Kirilova,Bulgaria,Weightlifting,Steroids,/wiki/Gergana_Kirilova,1972-06-18,25.4856617,42.6073975
Harri Kirvesniemi,Finland,Cross-country skiing,HES,/wiki/Harri_Kirvesniemi,1958-05-10,25.9209164,63.2467777
Karolin Kittel,Germany,Swimming,Refusal to submit to doping test,/w/index.php?title=Karolin_Kittel&action=edit&redlink=1,,10.4478313,51.1638175
Steffen Kjærgaard,Norway,Cycling,,/wiki/Steffen_Kj%C3%A6rgaard,1973-05-24,8.7876653,61.1529386
Boonnatee Klakasikit,Thailand,Weightlifting,Methandienone,/w/index.php?title=Boonnatee_Klakasikit&action=edit&redlink=1,,100.83273,14.8971921
Sarah Klein,Australia,Athletics,Failure to provide testing sample,/wiki/Sarah_Klein,1985-04-19,134.755,-24.7761086
Rory Kleinveldt,South Africa,Cricket,Marijuana,/wiki/Rory_Kleinveldt,1983-03-15,,
Ivan Klim,Belarus,Weightlifting,Stanozolol,/w/index.php?title=Ivan_Klim&action=edit&redlink=1,,27.6971358,53.4250605
Vitali Klitschko,Ukraine,Boxing,Anabolic steroids (self-admitted),/wiki/Vitali_Klitschko,1971-07-19,31.2718321,49.4871968
Kasem Knakri,Syria,Weightlifting,,/w/index.php?title=Kasem_Knakri&action=edit&redlink=1,,39.0494106,34.6401861
Tonya Knight,United States,Bodybuilding,Using a stand-in when chosen for a random drug test,/wiki/Tonya_Knight,1966-03-24,,
Bernhard Kohl,Austria,Cycling,CERA,/wiki/Bernhard_Kohl,1982-01-04,14.12456,47.59397
Francis Kombe,Zambia,Football (soccer),Cannabis,/w/index.php?title=Francis_Kombe&action=edit&redlink=1,,27.5589884,-14.5189121
Anton Komlev,Russia,Swimming,,/w/index.php?title=Anton_Komlev&action=edit&redlink=1,,97.7453061,64.6863136
Izabela Kondraszuk,Poland,Gymnastics,Dimethylpentylamine,/w/index.php?title=Izabela_Kondraszuk&action=edit&redlink=1,,19.134422,52.215933
Yoann Kongolo,Switzerland,Kickboxing,Methandrostenolone and stanozolol,/wiki/Yoann_Kongolo,1987-09-11,8.2319736,46.7985624
Steven Koops,Australia,Australian rules football,Pethidine,/wiki/Steven_Koops,1978-07-24,134.755,-24.7761086
Mouhanad Korabi,Syria,Weightlifting,"Stanozolol, Metenolone, Methyltestosterone",/w/index.php?title=Mouhanad_Korabi&action=edit&redlink=1,,39.0494106,34.6401861
Olha Korbka,Ukraine,Weightlifting,Methandienone,/w/index.php?title=Olha_Korbka&action=edit&redlink=1,,31.2718321,49.4871968
Petr Korda,Czech Republic,Tennis,Nandrolone,/wiki/Petr_Korda,1968-01-23,,
Juha Korhonen,Finland,Swimming,Cannabis,/wiki/Juha_Korhonen,,25.9209164,63.2467777
Andrey Korneyev,Russia,Swimming,Bromantan,/wiki/Andrey_Korneyev,1974-01-10,97.7453061,64.6863136
Chris Korol,Canada,Bobsleigh,,/w/index.php?title=Chris_Korol&action=edit&redlink=1,,-107.991707,61.0666922
Ekaterina Koroleva,Russia,Cycling,,/w/index.php?title=Ekaterina_Koroleva_(cyclist)&action=edit&redlink=1,,97.7453061,64.6863136
Anzhelika Kotyuga,Belarus,Speed skating,Anabolic steroids,/wiki/Anzhelika_Kotyuga,1970-05-26,27.6971358,53.4250605
Eleni Kourtelidou,Greece,Weightlifting,"Methyltrienolone, Buprenorphine",/w/index.php?title=Eleni_Kourtelidou&action=edit&redlink=1,,21.9877132,38.9953683
Nikos Kourtidis,Greece,Weightlifting,,/wiki/Nikos_Kourtidis,1986-04-01,21.9877132,38.9953683
Zoltán Kovács,Hungary,Weightlifting,Refusal to provide test,/wiki/Zolt%C3%A1n_Kov%C3%A1cs_(weightlifter),1977-08-24,19.5060937,47.1817585
Justyna Kowalczyk,Poland,Cross-country skiing,Dexamethason,/wiki/Justyna_Kowalczyk,1983-01-19,19.134422,52.215933
Kateryna Kozlova,Ukraine,Tennis,"1,3-Dimethylbutylamine",/wiki/Kateryna_Kozlova,1994-02-20,31.2718321,49.4871968
Nina Kraft,Germany,Triathlon,Erythropoietin (EPO),/wiki/Nina_Kraft,1968-12-31,10.4478313,51.1638175
Natascha Kraus,Germany,Swimming,Reproterol,/w/index.php?title=Natascha_Kraus&action=edit&redlink=1,,10.4478313,51.1638175
Daniel Kreutzer,Germany,Ice hockey,Missed test,/wiki/Daniel_Kreutzer,1979-10-23,10.4478313,51.1638175
Tobias Kreuzmann,Germany,Swimming,Finasteride,/wiki/Tobias_Kreuzmann,1981-06-15,10.4478313,51.1638175
Lennie Kristensen,Denmark,Cycling,,/wiki/Lennie_Kristensen,1968-05-16,10.3333283,55.670249
Ante Krizan,Croatia,Swimming,Methylhexaneamine,/w/index.php?title=Ante_Krizan&action=edit&redlink=1,,15.6575209,45.3658443
Lubos Krizko,Slovakia,Swimming,Tamoxifen,/wiki/Lubos_Krizko,,19.4528646,48.7411522
Karen Kronemeyer,Netherlands,Squash,Benzylpiperazine,/w/index.php?title=Karen_Kronemeyer&action=edit&redlink=1,,5.541246849406163,52.24764975
Stein Olav Krosby,Norway,"Speed skating, long track",Testosterone,/w/index.php?title=Stein_Olav_Krosby&action=edit&redlink=1,,8.7876653,61.1529386
Roman Kryklia,Ukraine,Kickboxing,"Meldonium, clenbuterol",/wiki/Roman_Kryklia,1991-10-11,31.2718321,49.4871968
Andrey Krylov,Russia,Gymnastics,THC,/wiki/Andrey_Krylov_(gymnast),1988-11-14,97.7453061,64.6863136
Herkie Kruger,South Africa,Rugby union,Nandrolone,/w/index.php?title=Herkie_Kruger&action=edit&redlink=1,,,
Vasyl Kruk,Ukraine,Weightlifting,"Stanozolol, testosterone",/w/index.php?title=Vasyl_Kruk&action=edit&redlink=1,,31.2718321,49.4871968
Ondrej Kruzel,Slovakia,Weightlifting,Drostanolone,/wiki/Ondrej_Kruzel,1988-08-23,19.4528646,48.7411522
Virpi Kuitunen,Finland,Cross-Country skiing,,/wiki/Virpi_Kuitunen,1976-05-20,25.9209164,63.2467777
Galina Kulakova,Russia,Cross-Country skiing,Ephedrine,/wiki/Galina_Kulakova,1942-04-29,97.7453061,64.6863136
Pavel Kulizhnikov,Russia,Speed skating,"Methylhexanamine, Meldonium",/wiki/Pavel_Kulizhnikov,1994-04-20,97.7453061,64.6863136
Sumit Kumar,India,Wrestling,Methylhexanamine,/w/index.php?title=Sumit_Kumar_(wrestler)&action=edit&redlink=1,,78.6677428,22.3511148
Saliya Kumara,Sri Lanka,Rugby union,Methylhexanamine,/w/index.php?title=Saliya_Kumara&action=edit&redlink=1,,,
Pratima Kumari,India,Weightlifting,,/wiki/Pratima_Kumari,,78.6677428,22.3511148
Ouyang Kunpeng,China,Swimming,Clenbuterol,/wiki/Ouyang_Kunpeng,1982-11-19,104.999927,35.000074
Dimitar Kutrovsky,Bulgaria,Tennis,,/wiki/Dimitar_Kutrovsky,1987-08-27,25.4856617,42.6073975
